Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","Void Fire II (6 s)",""
"LazyCrucible","","","","Void Fire III (10 s)",""
"LazyCrucible","","","","Void Flare Star (6 s)",""
"LazyCrucible","","","","Void Paralyze (5 s)",""
"LazyCrucible","","","","Void Paralyze III (7 s)",""
"LazyCrucible","","","","Void Thunder III (5 s)",""
"LazyCrucible","","","","Void Water III (5 s)",""
"LazyCrucible","","","","voidmancer piece (enemy)",""
"LazyCrucible","","","","Voidmancer Piece + Zombie Piece",""
"LazyCrucible","","","","Voidmancer Piece + Zombie Piece (enemy)",""
"LazyCrucible","","","","voidmancer piece: Earth; zombie piece: Ice",""
"LazyCrucible","","","","Vulture",""
"LazyCrucible","","","","Vulture: Bloodcurdling Caw",""
"LazyCrucible","","","","Vulture: wind",""
"LazyCrucible","","","","Vulture: wind x3, Bloodcurdling Caw",""
"LazyCrucible","","","","Vulture: wind, Bloodcurdling Caw",""
"LazyCrucible","","","","Wallop (2.5 s)",""
"LazyCrucible","","","","Water",""
"LazyCrucible","","","","water",""
"LazyCrucible","","","","Water damage (its weakness)",""
"LazyCrucible","","","","Water damage (weakness of both); Quelling Wave for Might",""
"LazyCrucible","","","","Water II (3 s)",""
"LazyCrucible","","","","Water III (2 s)",""
"LazyCrucible","","","","Water one-shots small wisps: Quelling Wave or a water auto axe",""
"LazyCrucible","","","","water x2",""
"LazyCrucible","","","","water x2, crowd control",""
"LazyCrucible","","","","water x2, Quelling Wave for wisps",""
"LazyCrucible","","","","Weak to  administrator piece: lightning; bug piece: lightning; footman piece: lightning; dreadnaught piece: lightning; drone piece: lightning; cobra piece: piercing",""
"LazyCrucible","","","","Weak to  arch demon piece: lightning",""
"LazyCrucible","","","","Weak to  Atomos piece: blunt; red gremlin piece: piercing; gremlin piece: piercing; pudding piece: wind; bavarois piece: lightning; flan piece: earth; vodoriga piece: piercing; menacing dahak piece: ice",""
"LazyCrucible","","","","Weak to  banemite piece: ice; miteling piece: ice",""
"LazyCrucible","","","","Weak to  behemoth piece: earth; giant piece: lightning; lightning sprite: earth",""
"LazyCrucible","","","","Weak to  bone knight: blunt; bone bishop: blunt",""
"LazyCrucible","","","","Weak to  boogyman piece: ice; deepeye piece: wind; bomb piece: wind; light sprite: no weakness",""
"LazyCrucible","","","","Weak to  Borgny the Venomous: earth; toxic mass: water",""
"LazyCrucible","","","","Weak to  campeador piece: lightning; sabotender piece: lightning; flowertender piece: lightning; soldado piece: lightning; guardia piece: ice",""
"LazyCrucible","","","","Weak to  catoblepas piece: wind",""
"LazyCrucible","","","","Weak to  cavalier piece: fire; bone bishop: blunt",""
"LazyCrucible","","","","Weak to  chimera piece: water",""
"LazyCrucible","","","","Weak to  corpse flower piece: wind; queen hawk piece: blunt",""
"LazyCrucible","","","","Weak to  demon piece: slashing; evil weapon piece: ice; devilet piece: earth",""
"LazyCrucible","","","","Weak to  drake piece: wind; barbmole piece: fire; abaddon piece: water; morpho piece: blunt",""
"LazyCrucible","","","","Weak to  Durga piece: fire; spinner-rook piece: blunt",""
"LazyCrucible","","","","Weak to  elder tablitaur piece: fire; younger tablitaur piece: fire",""
"LazyCrucible","","","","Weak to  Flauros piece: earth; lightning sprite: earth",""
"LazyCrucible","","","","Weak to  gargoyle piece: no weakness",""
"LazyCrucible","","","","Weak to  gigantis piece: no weakness; cyclops piece: no weakness; congealed lightning: earth; congealed kindling: wind",""
"LazyCrucible","","","","Weak to  golem piece: water",""
"LazyCrucible","","","","Weak to  Guttler the Gutter: no weakness; Thanatos piece: lightning",""
"LazyCrucible","","","","Weak to  ice dragon piece: fire; ice sprite: fire",""
"LazyCrucible","","","","Weak to  king ahriman piece: ice; hapalit piece: wind; dirty eye piece: ice",""
"LazyCrucible","","","","Weak to  Lakhamu piece: water; golem piece: water",""
"LazyCrucible","","","","Weak to  Lauda the Spellcleaver: no weakness; Thanatos piece: lightning",""
"LazyCrucible","","","","Weak to  Loosefrox Inkyjots: blunt; Chewchum Popoto: water",""
"LazyCrucible","","","","Weak to  manticore piece: wind",""
"LazyCrucible","","","","Weak to  medusa piece: piercing; lamia piece: piercing; cyclops piece: no weakness",""
"LazyCrucible","","","","Weak to  mindflayer piece: slashing; myconid piece: water",""
"LazyCrucible","","","","Weak to  morbol piece: slashing; seedling piece: slashing; ochu piece: slashing; carrion broth: ice",""
"LazyCrucible","","","","Weak to  ogre piece: wind; wisp piece: water; great wisp piece: water",""
"LazyCrucible","","","","Weak to  Pas de Seul: piercing; succubus mage: fire; succubus knight: fire",""
"LazyCrucible","","","","Weak to  piscodemon piece: slashing",""
"LazyCrucible","","","","Weak to  Progenitrix piece: wind; grenade piece: wind; bomb piece: wind; snoll piece: fire; pyrobolus piece: water",""
"LazyCrucible","","","","Weak to  siren piece: piercing; shambling piece: fire; crawling piece: fire",""
"LazyCrucible","","","","Weak to  sphinx piece: slashing",""
"LazyCrucible","","","","Weak to  Strix piece: piercing",""
"LazyCrucible","","","","Weak to  swordsmog piece: lightning; mogbreaker piece: lightning; kinged kupocurer: blunt; kinged kupocaster: blunt; kupocurer piece: blunt; kupocaster piece: blunt; kinged swordsmog: lightning; melomog piece: water; mogmugger piece: water",""
"LazyCrucible","","","","Weak to  taurus piece: piercing; ahriman piece: ice",""
"LazyCrucible","","","","Weak to  treant piece: blunt; slug piece: blunt; sapling piece: blunt; diremite piece: ice; biloko piece: ice",""
"LazyCrucible","","","","Weak to  voidmancer piece: earth; zombie piece: ice",""
"LazyCrucible","","","","Weak to  wyvern piece: lightning",""
"LazyCrucible","","","","Weak to  ymir piece: ice; Sahagin piece: blunt",""
"LazyCrucible","","","","Weak to  zu piece: earth; cockerel piece: blunt; pullet piece: blunt",""
"LazyCrucible","","","","Weapon swap (3 s)",""
"LazyCrucible","","","","Weighs your heal against the familiars' (resting familiars lose their feed unless they ate Lily Simular) and selects the familiars worth resting. Your self heal wins when you are low. Rest is always your button.",""
"LazyCrucible","","","","When a feed is bought, feeds it to the familiar it helps most in the fights ahead. Never a familiar whose kin cannot eat it, one that is full or knocked out, or one that already ate it. A feed that would hurt every familiar (for example max HP -80%) is left to you.",""
"LazyCrucible","","","","When the board layout or the Battlehorn screen points at a fight, the guide opens on it: horn picks and why, what the fight calls for, dangerous hits, mechanics and what to bring.",""
"LazyCrucible","","","","wind",""
"LazyCrucible","","","","Wind damage (its weakness)",""
"LazyCrucible","","","","Wind damage for the Corpse Flower",""
"LazyCrucible","","","","Wind Spiral",""
"LazyCrucible","","","","wind x2, crowd control",""
"LazyCrucible","","","","wind x3, Bloodcurdling Caw",""
"LazyCrucible","","","","wind x3, crowd control, Scouring Ash",""
"LazyCrucible","","","","wind, Bloodcurdling Caw",""
"LazyCrucible","","","","wind, crowd control",""
"LazyCrucible","","","","wind, crowd control, Scouring Ash",""
"LazyCrucible","","","","Withering Eternity (5 s)",""
"LazyCrucible","","","","Worm",""
"LazyCrucible","","","","Worm: earth x2, crowd control",""
"LazyCrucible","","","","Worm: earth, crowd control",""
"LazyCrucible","","","","Wriggling Phlegm (7.9 s)",""
"LazyCrucible","","","","Wyvern Piece",""
"LazyCrucible","","","","wyvern piece (enemy)",""
"LazyCrucible","","","","Wyvern Piece (enemy)",""
"LazyCrucible","","","","wyvern piece: Lightning",""
"LazyCrucible","","","","ymir piece (enemy)",""
"LazyCrucible","","","","Ymir Piece + Sahagin Piece",""
"LazyCrucible","","","","Ymir Piece + Sahagin Piece (enemy)",""
"LazyCrucible","","","","ymir piece: Ice; Sahagin piece: Blunt",""
"LazyCrucible","","","","Ymir shell",""
"LazyCrucible","","","","Ziz",""
"LazyCrucible","","","","Ziz: ice",""
"LazyCrucible","","","","Ziz: ice x2",""
"LazyCrucible","","","","Ziz: ice x2, crowd control",""
"LazyCrucible","","","","Ziz: ice, crowd control",""
"LazyCrucible","","","","Zombie Pieces",""
"LazyCrucible","","","","Zu",""
"LazyCrucible","","","","zu piece (elite)",""
"LazyCrucible","","","","Zu Piece + Cockerel Piece + Pullet Piece",""
"LazyCrucible","","","","Zu Piece + Cockerel Piece + Pullet Piece (elite)",""
"LazyCrucible","","","","zu piece: Earth; cockerel piece: Blunt; pullet piece: Blunt",""
"LazyCrucible","","","","Zu room-wide hit",""
"LazyCrucible","","","","Zu: slashing",""
"LazyCrucible","","","","[AS BMR NT R]",""
"LazyCrucible","","","","[AS BMR]",""
"LazyCrucible","","","","[AS CGW panel BMR]",""
"LazyCrucible","","","","[AS CHR LSB panel BMR]",""
"LazyCrucible","","","","[AS CHR panel BMR]",""
"LazyCrucible","","","","[AS G8 BMR]",""
"LazyCrucible","","","","[AS G8 CHR BMR]",""
"LazyCrucible","","","","[AS G8 MRB panel BMR]",""
"LazyCrucible","","","","[AS G8 panel BMR]",""
"LazyCrucible","","","","[AS G8 panel]",""
"LazyCrucible","","","","[AS G8]",""
"LazyCrucible","","","","[AS LSB BMR]",""
"LazyCrucible","","","","[AS LSB MRB panel BMR]",""
"LazyCrucible","","","","[AS LSB MRB panel]",""
"LazyCrucible","","","","[AS LSB panel BMR]",""
"LazyCrucible","","","","[AS LSB R panel BMR]",""
"LazyCrucible","","","","[AS LSB]",""
"LazyCrucible","","","","[AS MRB panel BMR]",""
"LazyCrucible","","","","[AS NT]",""
"LazyCrucible","","","","[AS panel BMR]",""
"LazyCrucible","","","","[AS panel]",""
"LazyCrucible","","","","[AS]",""
"LazyCrucible","","","","[BMR LSB AS]",""
"LazyCrucible","","","","[BMR]",""
"LazyCrucible","","","","[CHR LSB BMR]",""
"LazyCrucible","","","","[G8 AS]",""
"LazyCrucible","","","","[G8]",""
"LazyCrucible","","","","[IV BMR]",""
"LazyCrucible","","","","[IV MRB panel BMR]",""
"LazyCrucible","","","","[IV NT BMR]",""
"LazyCrucible","","","","[IV NT CHR BMR]",""
"LazyCrucible","","","","[IV NT CHR CGW MRB panel BMR]",""
"LazyCrucible","","","","[IV NT CHR R MRB panel BMR]",""
"LazyCrucible","","","","[IV NT CHR]",""
"LazyCrucible","","","","[IV NT MRB panel BMR]",""
"LazyCrucible","","","","[IV NT MRB panel]",""
"LazyCrucible","","","","[IV NT MRB R BMR]",""
"LazyCrucible","","","","[IV NT MRB R panel BMR]",""
"LazyCrucible","","","","[IV NT panel BMR]",""
"LazyCrucible","","","","[IV NT R BMR]",""
"LazyCrucible","","","","[IV NT]",""
"LazyCrucible","","","","[LSB BMR]",""
"LazyCrucible","","","","[LSB]",""
"LazyCrucible","","","","[MRB NT AS BMR]",""
"LazyCrucible","","","","[MRB NT AS panel BMR]",""
"LazyCrucible","","","","[MRB NT AS panel]",""
"LazyCrucible","","","","[MRB NT panel BMR]",""
"LazyCrucible","","","","[MRB R]",""
"LazyCrucible","","","","[NT AS BMR]",""
"LazyCrucible","","","","[NT AS MRB panel BMR]",""
"LazyCrucible","","","","[NT AS panel BMR]",""
"LazyCrucible","","","","[NT AS R BMR]",""
"LazyCrucible","","","","[NT AS]",""
"LazyCrucible","","","","[NT BMR]",""
"LazyCrucible","","","","[NT panel]",""
"LazyCrucible","","","","[NT R BMR]",""
"LazyCrucible","","","","[NT R]",""
"LazyCrucible","","","","[NT]",""
"LazyCrucible","","","","[panel AS]",""
"LazyCrucible","","","","[panel BMR]",""
"LazyCrucible","","","","[panel MRB]",""
"LazyCrucible","","","","[panel]",""
"LazyCrucible","","","","[R]",""
"LazyCrucible","","","","[sheet]",""
"LazyCrucible","","","","· 100-tonze Slash: IV says line AoE, NT says tankbuster; BMR shows a baited line tankbuster",""
"LazyCrucible","","","","· Aero III: AS says Soul Crush stops it; BMR shows the Plume add casts it and says kill it",""
"LazyCrucible","","","","· Aetherial Offering matched to the guides' 5 s sprite-bait cast by timing",""
"LazyCrucible","","","","· AS confirms only the interrupt; the rest is reconstructed from panels",""
"LazyCrucible","","","","· AS found no footage for this fight; details are reconstructed from panels",""
"LazyCrucible","","","","· AS found no footage; details are partly reconstructed",""
"LazyCrucible","","","","· AS is the only guide for this random space",""
"LazyCrucible","","","","· AS is the only guide; the chapter list confirms the fight exists",""
"LazyCrucible","","","","· AS reconstructed this fight from panels",""
"LazyCrucible","","","","· AS: one golem self-destructs at ~20% HP; BMR: two golems, then a heart casts it",""
"LazyCrucible","","","","· Black Eruption caster: IV and BMR say Bishop; NT and CHR say Knight",""
"LazyCrucible","","","","· BMR is unsure whether The Storm's Grip itself deals damage",""
"LazyCrucible","","","","· BMR module for this fight is incomplete (marked Dummy)",""
"LazyCrucible","","","","· BMR notes Blood Sword 'interrupt if possible'; the panel does not mark it interruptible",""
"LazyCrucible","","","","· BMR's AI kills the Carrion Broth first; guides say it can be skipped",""
"LazyCrucible","","","","· BMR's AI targets Loosefrox first; guides warn that triggers Earthquake",""
"LazyCrucible","","","","· Camaraderie: AS says dispel; panel and BMR say interrupt",""
"LazyCrucible","","","","· Cast times differ: panel lists Fanaticism 6 s, Void Fire II and Sweet Steel 4 s; BMR logs 9, 6, 6 s",""
"LazyCrucible","","","","· Club pose descriptions differ between AS and LSB",""
"LazyCrucible","","","","· Empowered blades: AS says the boss takes Damage Down, LSB says destroy the swords; BMR prioritizes them",""
"LazyCrucible","","","","· English names for Gyrocleave, Gutting/Goring, Deadly Demesne and Molten Metal matched to guide descriptions by timing and shape",""
"LazyCrucible","","","","· Grab and Grow: AS says dispellable; the panel says it is not",""
"LazyCrucible","","","","· Grim Fate appears only in BMR; no guide covers it",""
"LazyCrucible","","","","· Impassion: AS says dispellable; the panel says it is not",""
"LazyCrucible","","","","· Kill order differs between guides; all three orders are reported to work",""
"LazyCrucible","","","","· Kill order differs: AS puts the Biloko first, BMR the Sapling",""
"LazyCrucible","","","","· Kill order differs: AS says boss first; BMR kills Bug and Cobra adds first",""
"LazyCrucible","","","","· Kill order differs: guides put Guardia second, BMR puts Soldado second",""
"LazyCrucible","","","","· Might: panel says not dispellable; AS and NT say it can be removed",""
"LazyCrucible","","","","· No BMR module; AS is the only guide",""
"LazyCrucible","","","","· No guide and no BMR module cover this fight; panel data only",""
"LazyCrucible","","","","· Order after Grenades differs between AS and BMR",""
"LazyCrucible","","","","· Revives: IV says Death Drive revives zombies; NT names a separate ring marker",""
"LazyCrucible","","","","· Ripples of Gloom Blind: panel lists status 5389 (not cleansable); BMR logs 5381 (cleansable)",""
